time_s,step,observation,action_pre_scale
1772115517.551079,3134,"[0.005216820631176233,0.002648470224812627,0.005905039608478546,0.009587380103766918,0.004261057823896408,-0.029827404767274857,-0.08340906351804733,-0.009553825482726097,-0.9964696168899536,-0.029921723529696465,0.04603341594338417,-0.001534448005259037,-0.01994781382381916,0.022441290318965912,0.013234607875347137,0.009206682443618774,-0.009973909705877304,0.003068894147872925,-0.00997390691190958,-0.052554819732904434,0.02416754513978958,-0.008058608509600163,0.10476190596818924,-0.08864469081163406,0.16923077404499054,-0.03663003817200661,0.0,0.008058608509600163,-0.1369963437318802,-0.12087912112474442,0.024175824597477913,-0.04884004965424538,0.03663003817200661,0.8738209009170532,0.004707895219326019,-0.2636755108833313,0.6461155414581299,0.040592290461063385,0.05083842575550079,-2.1418280601501465,0.13645851612091064,-0.08256147801876068,0.20643700659275055,0.15666258335113525,0.14914947748184204,-0.0,0.0,0.0]","[0.899186372756958,0.0013638362288475037,-0.2621452510356903,0.6453080773353577,0.048438966274261475,0.047776155173778534,-2.1531591415405273,0.13430634140968323,-0.08274589478969574,0.2041342556476593,0.14867278933525085,0.1511814147233963]"
1772115517.566762,3135,"[0.005216820631176233,0.002648470224812627,0.005905039608478546,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08340906351804733,-0.009553825482726097,-0.9964696168899536,-0.03030533529818058,0.04603341594338417,-0.001534448005259037,-0.01994781382381916,0.022441290318965912,0.013234607875347137,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.00997390691190958,-0.05236301198601723,0.023975737392902374,-0.056410256773233414,-0.008058608509600163,-0.18534798920154572,0.024175824597477913,-0.03663003817200661,0.0,-0.04029304161667824,-0.04029304161667824,-0.12087912112474442,0.08864469081163406,0.012210012413561344,-0.04884004965424538,0.899186372756958,0.0013638362288475037,-0.2621452510356903,0.6453080773353577,0.048438966274261475,0.047776155173778534,-2.1531591415405273,0.13430634140968323,-0.08274589478969574,0.2041342556476593,0.14867278933525085,0.1511814147233963,-0.0,0.0,0.0]","[0.9241042137145996,0.0008858665823936462,-0.2617467939853668,0.6435309052467346,0.055227477103471756,0.04378937557339668,-2.161747455596924,0.13472920656204224,-0.08985965698957443,0.20206117630004883,0.14183689653873444,0.15300147235393524]"
1772115517.589926,3136,"[0.005216820631176233,0.002648470224812627,0.005905039608478546,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08321797847747803,-0.011273627169430256,-0.9964675903320312,-0.029921723529696465,0.046417027711868286,-0.001534448005259037,-0.01994781382381916,0.022249486297369003,0.01304280199110508,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009590295143425465,-0.05217120796442032,0.023783933371305466,-0.056410256773233414,-0.008058608509600163,-0.1369963437318802,0.10476190596818924,-0.0,0.03663003817200661,0.024175824597477913,-0.024175824597477913,-0.04029304161667824,-0.056410256773233414,-0.0,-0.012210012413561344,0.9241042137145996,0.0008858665823936462,-0.2617467939853668,0.6435309052467346,0.055227477103471756,0.04378937557339668,-2.161747455596924,0.13472920656204224,-0.08985965698957443,0.20206117630004883,0.14183689653873444,0.15300147235393524,-0.0,0.0,0.0]","[0.9465334415435791,0.000639304518699646,-0.26271697878837585,0.6406126618385315,0.06314048171043396,0.040079791098833084,-2.1699442863464355,0.13450582325458527,-0.09477874636650085,0.19857323169708252,0.13478869199752808,0.15465106070041656]"
1772115517.606667,3137,"[0.005216820631176233,0.002648470224812627,0.005905039608478546,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08321797847747803,-0.011273627169430256,-0.9964675903320312,-0.029921723529696465,0.046417027711868286,-0.001534448005259037,-0.01994781382381916,0.022057680413126945,0.012850996106863022,0.009206682443618774,-0.009973909705877304,0.0026852814480662346,-0.009590295143425465,-0.05217120796442032,0.023783933371305466,0.04029304161667824,-0.008058608509600163,-0.12087912112474442,-0.12087912112474442,-0.0,-0.03663003817200661,-0.056410256773233414,-0.056410256773233414,-0.04029304161667824,-0.28205129504203796,-0.02442002482712269,-0.012210012413561344,0.9465334415435791,0.000639304518699646,-0.26271697878837585,0.6406126618385315,0.06314048171043396,0.040079791098833084,-2.1699442863464355,0.13450582325458527,-0.09477874636650085,0.19857323169708252,0.13478869199752808,0.15465106070041656,-0.0,0.0,0.0]","[0.9650905132293701,0.0003790073096752167,-0.2640562951564789,0.6402696371078491,0.07076220214366913,0.03835831210017204,-2.1764469146728516,0.13503780961036682,-0.09927088022232056,0.1967136412858963,0.12839211523532867,0.15658706426620483]"
1772115517.626925,3138,"[0.005216820631176233,0.002648470224812627,0.005905039608478546,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08321797847747803,-0.011273627169430256,-0.9964675903320312,-0.029921723529696465,0.04603341594338417,-0.001534448005259037,-0.01994781382381916,0.022057680413126945,0.012850996106863022,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009590295143425465,-0.05197940021753311,0.02359212562441826,0.008058608509600163,-0.024175824597477913,0.2014652043581009,0.12087912112474442,-0.0,0.012210012413561344,-0.008058608509600163,-0.056410256773233414,0.08864469081163406,-0.2014652043581009,-0.012210012413561344,0.02442002482712269,0.9650905132293701,0.0003790073096752167,-0.2640562951564789,0.6402696371078491,0.07076220214366913,0.03835831210017204,-2.1764469146728516,0.13503780961036682,-0.09927088022232056,0.1967136412858963,0.12839211523532867,0.15658706426620483,-0.0,0.0,0.0]","[0.9833763837814331,-0.0001818351447582245,-0.26558390259742737,0.6365728974342346,0.07721340656280518,0.0358302965760231,-2.1829826831817627,0.13337381184101105,-0.10229384899139404,0.19318905472755432,0.12290960550308228,0.15830722451210022]"
1772115517.647249,3139,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08321797847747803,-0.011273627169430256,-0.9964675903320312,-0.029921723529696465,0.046417027711868286,-0.001534448005259037,-0.019564202055335045,0.021865874528884888,0.012659190222620964,0.00882306694984436,-0.00959029421210289,0.0026852814480662346,-0.009590295143425465,-0.05197940021753311,0.02359212562441826,-0.008058608509600163,-0.024175824597477913,-0.12087912112474442,0.024175824597477913,0.02442002482712269,-0.012210012413561344,-0.04029304161667824,0.04029304161667824,0.056410256773233414,-0.008058608509600163,-0.02442002482712269,0.012210012413561344,0.9833763837814331,-0.0001818351447582245,-0.26558390259742737,0.6365728974342346,0.07721340656280518,0.0358302965760231,-2.1829826831817627,0.13337381184101105,-0.10229384899139404,0.19318905472755432,0.12290960550308228,0.15830722451210022,-0.0,0.0,0.0]","[0.9987598657608032,-0.0016209334135055542,-0.266621470451355,0.6364986300468445,0.08117087930440903,0.03307265043258667,-2.1889214515686035,0.1326477825641632,-0.10410402715206146,0.19285613298416138,0.11913183331489563,0.1591612547636032]"
1772115517.668585,3140,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.011717909015715122,0.020240023732185364,-0.011717909015715122,-0.08321797847747803,-0.011273627169430256,-0.9964675903320312,-0.03030533529818058,0.046417027711868286,-0.001534448005259037,-0.019564202055335045,0.021865874528884888,0.012659190222620964,0.00882306694984436,-0.00959029421210289,0.0026852814480662346,-0.009590295143425465,-0.051595788449048996,0.023208513855934143,0.04029304161667824,-0.07252747565507889,-0.2014652043581009,-0.024175824597477913,0.02442002482712269,0.061050061136484146,-0.10476190596818924,0.04029304161667824,-0.07252747565507889,-0.1369963437318802,0.04884004965424538,0.03663003817200661,0.9987598657608032,-0.0016209334135055542,-0.266621470451355,0.6364986300468445,0.08117087930440903,0.03307265043258667,-2.1889214515686035,0.1326477825641632,-0.10410402715206146,0.19285613298416138,0.11913183331489563,0.1591612547636032,-0.0,0.0,0.0]","[1.013390064239502,-0.0015147626399993896,-0.2671085000038147,0.6370658874511719,0.08564890921115875,0.031038716435432434,-2.1946921348571777,0.13216112554073334,-0.10513514280319214,0.19226914644241333,0.11528575420379639,0.16060134768486023]"
1772115517.686896,3141,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.017044231295585632,0.037284255027770996,-0.003195793367922306,-0.08054252713918686,-0.012996107339859009,-0.996666431427002,-0.029921723529696465,0.046417027711868286,-0.001534448005259037,-0.019564202055335045,0.021865874528884888,0.012275578454136848,0.00882306694984436,-0.009973909705877304,0.0026852814480662346,-0.009206683374941349,-0.051595788449048996,0.023208513855934143,0.008058608509600163,-0.008058608509600163,-0.10476190596818924,0.04029304161667824,-0.02442002482712269,-0.012210012413561344,0.008058608509600163,-0.024175824597477913,-0.12087912112474442,-0.1369963437318802,-0.02442002482712269,-0.012210012413561344,1.013390064239502,-0.0015147626399993896,-0.2671085000038147,0.6370658874511719,0.08564890921115875,0.031038716435432434,-2.1946921348571777,0.13216112554073334,-0.10513514280319214,0.19226914644241333,0.11528575420379639,0.16060134768486023,-0.0,0.0,0.0]","[1.028021216392517,-0.0014890879392623901,-0.2663172483444214,0.6344423294067383,0.0921141728758812,0.028894228860735893,-2.1979846954345703,0.1335272639989853,-0.11204306781291962,0.18778002262115479,0.11094258725643158,0.16122980415821075]"
1772115517.707106,3142,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.017044231295585632,0.037284255027770996,-0.003195793367922306,-0.08054252713918686,-0.012996107339859009,-0.996666431427002,-0.029921723529696465,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.021865874528884888,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009206683374941349,-0.051595788449048996,0.023208513855934143,0.024175824597477913,0.008058608509600163,0.024175824597477913,0.04029304161667824,-0.0,0.012210012413561344,0.024175824597477913,-0.08864469081163406,0.056410256773233414,-0.12087912112474442,0.07326007634401321,-0.061050061136484146,1.028021216392517,-0.0014890879392623901,-0.2663172483444214,0.6344423294067383,0.0921141728758812,0.028894228860735893,-2.1979846954345703,0.1335272639989853,-0.11204306781291962,0.18778002262115479,0.11094258725643158,0.16122980415821075,-0.0,0.0,0.0]","[1.0404411554336548,-0.0021720007061958313,-0.26636675000190735,0.6311755180358887,0.09818356484174728,0.027339735999703407,-2.2015552520751953,0.13385823369026184,-0.11671814322471619,0.18331678211688995,0.1063372939825058,0.16155105829238892]"
1772115517.729048,3143,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.017044231295585632,0.037284255027770996,-0.003195793367922306,-0.08054252713918686,-0.012996107339859009,-0.996666431427002,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.021865874528884888,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009206683374941349,-0.05140398442745209,0.023016709834337234,0.07252747565507889,-0.024175824597477913,-0.008058608509600163,0.04029304161667824,0.012210012413561344,0.0,-0.008058608509600163,0.008058608509600163,-0.10476190596818924,-0.024175824597477913,-0.012210012413561344,0.0,1.0404411554336548,-0.0021720007061958313,-0.26636675000190735,0.6311755180358887,0.09818356484174728,0.027339735999703407,-2.2015552520751953,0.13385823369026184,-0.11671814322471619,0.18331678211688995,0.1063372939825058,0.16155105829238892,-0.0,0.0,0.0]","[1.0510966777801514,-0.0024845190346240997,-0.26632142066955566,0.6287259459495544,0.10449756681919098,0.02568427287042141,-2.2047104835510254,0.13367252051830292,-0.11956974864006042,0.18037262558937073,0.10152404010295868,0.16192607581615448]"
1772115517.747021,3144,"[0.0029142077546566725,0.0013392562977969646,0.005988967604935169,0.017044231295585632,0.037284255027770996,-0.003195793367922306,-0.08054252713918686,-0.012996107339859009,-0.996666431427002,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.021865874528884888,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009206683374941349,-0.051595788449048996,0.023208513855934143,-0.04029304161667824,-0.10476190596818924,-0.15311355888843536,0.024175824597477913,-0.061050061136484146,0.02442002482712269,0.008058608509600163,-0.04029304161667824,-0.056410256773233414,-0.04029304161667824,0.04884004965424538,0.012210012413561344,1.0510966777801514,-0.0024845190346240997,-0.26632142066955566,0.6287259459495544,0.10449756681919098,0.02568427287042141,-2.2047104835510254,0.13367252051830292,-0.11956974864006042,0.18037262558937073,0.10152404010295868,0.16192607581615448,-0.0,0.0,0.0]","[1.0604082345962524,-0.0028741657733917236,-0.2658887505531311,0.6273615956306458,0.10988647490739822,0.024055035784840584,-2.2087087631225586,0.13362525403499603,-0.12125478684902191,0.1781432330608368,0.09692133963108063,0.16195140779018402]"
1772115517.767480,3145,"[7.39550159778446e-05,-0.000662031292449683,0.006087126675993204,0.00532632227987051,0.013848437927663326,-0.006391586735844612,-0.08054252713918686,-0.012996107339859009,-0.996666431427002,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.021865874528884888,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.05140398442745209,0.023016709834337234,-0.04029304161667824,-0.024175824597477913,-0.10476190596818924,0.024175824597477913,0.03663003817200661,0.0,0.056410256773233414,-0.10476190596818924,0.12087912112474442,0.024175824597477913,0.012210012413561344,-0.02442002482712269,1.0604082345962524,-0.0028741657733917236,-0.2658887505531311,0.6273615956306458,0.10988647490739822,0.024055035784840584,-2.2087087631225586,0.13362525403499603,-0.12125478684902191,0.1781432330608368,0.09692133963108063,0.16195140779018402,-0.0,0.0,0.0]","[1.0674350261688232,-0.00409877672791481,-0.26905176043510437,0.627939760684967,0.11260281503200531,0.022953132167458534,-2.2127737998962402,0.13321231305599213,-0.11737500131130219,0.17896851897239685,0.09520700573921204,0.163314551115036]"
1772115517.786874,3146,"[7.39550159778446e-05,-0.000662031292449683,0.006087126675993204,0.00532632227987051,0.013848437927663326,-0.006391586735844612,-0.07748416066169739,-0.0138594601303339,-0.9968972206115723,-0.03030533529818058,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.02167406864464283,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.009206683374941349,-0.05121217668056488,0.022824902087450027,-0.008058608509600163,0.04029304161667824,-0.10476190596818924,-0.1369963437318802,-0.012210012413561344,0.04884004965424538,0.008058608509600163,0.04029304161667824,0.024175824597477913,-0.18534798920154572,0.08547008782625198,0.0,1.0674350261688232,-0.00409877672791481,-0.26905176043510437,0.627939760684967,0.11260281503200531,0.022953132167458534,-2.2127737998962402,0.13321231305599213,-0.11737500131130219,0.17896851897239685,0.09520700573921204,0.163314551115036,-0.0,0.0,0.0]","[1.076049566268921,-0.005070723593235016,-0.2708773612976074,0.6301709413528442,0.11578697711229324,0.021865615621209145,-2.2153711318969727,0.13296745717525482,-0.11746425926685333,0.1803065538406372,0.092090904712677,0.165337473154068]"
1772115517.806920,3147,"[7.39550159778446e-05,-0.000662031292449683,0.006087126675993204,0.00532632227987051,0.013848437927663326,-0.006391586735844612,-0.07748416066169739,-0.0138594601303339,-0.9968972206115723,-0.029921723529696465,0.0468006394803524,-0.0023016706109046936,-0.019564202055335045,0.021482262760400772,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.05102037265896797,0.02263309806585312,0.008058608509600163,0.04029304161667824,-0.18534798920154572,0.18534798920154572,-0.012210012413561344,0.02442002482712269,0.008058608509600163,0.056410256773233414,-0.3948718011379242,0.10476190596818924,0.012210012413561344,-0.02442002482712269,1.076049566268921,-0.005070723593235016,-0.2708773612976074,0.6301709413528442,0.11578697711229324,0.021865615621209145,-2.2153711318969727,0.13296745717525482,-0.11746425926685333,0.1803065538406372,0.092090904712677,0.165337473154068,-0.0,0.0,0.0]","[1.0850043296813965,-0.005739003419876099,-0.27100878953933716,0.628670334815979,0.11948715150356293,0.01946144364774227,-2.218578338623047,0.13224460184574127,-0.11654630303382874,0.17989179491996765,0.09018641710281372,0.16552630066871643]"
1772115517.827208,3148,"[7.39550159778446e-05,-0.000662031292449683,0.006087126675993204,0.00532632227987051,0.013848437927663326,-0.006391586735844612,-0.07748416066169739,-0.0138594601303339,-0.9968972206115723,-0.029921723529696465,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.021290456876158714,0.01208377256989479,0.00882306694984436,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.05102037265896797,0.02263309806585312,0.04029304161667824,-0.008058608509600163,-0.04029304161667824,-0.04029304161667824,0.02442002482712269,-0.012210012413561344,-0.07252747565507889,0.07252747565507889,0.16923077404499054,0.056410256773233414,0.012210012413561344,0.02442002482712269,1.0850043296813965,-0.005739003419876099,-0.27100878953933716,0.628670334815979,0.11948715150356293,0.01946144364774227,-2.218578338623047,0.13224460184574127,-0.11654630303382874,0.17989179491996765,0.09018641710281372,0.16552630066871643,-0.0,0.0,0.0]","[1.0910900831222534,-0.007363628596067429,-0.27166008949279785,0.6299289464950562,0.12058165669441223,0.01933886855840683,-2.220484733581543,0.13121184706687927,-0.11786322295665741,0.18041172623634338,0.08918075263500214,0.1669422835111618]"
1772115517.847958,3149,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.00532632227987051,0.013848437927663326,-0.006391586735844612,-0.07748416066169739,-0.0138594601303339,-0.9968972206115723,-0.029921723529696465,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.021098650991916656,0.011891966685652733,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.05102037265896797,0.02263309806585312,0.024175824597477913,0.024175824597477913,-0.07252747565507889,-0.1369963437318802,-0.02442002482712269,0.03663003817200661,-0.056410256773233414,0.024175824597477913,0.10476190596818924,0.08864469081163406,-0.012210012413561344,0.0,1.0910900831222534,-0.007363628596067429,-0.27166008949279785,0.6299289464950562,0.12058165669441223,0.01933886855840683,-2.220484733581543,0.13121184706687927,-0.11786322295665741,0.18041172623634338,0.08918075263500214,0.1669422835111618,-0.0,0.0,0.0]","[1.096985936164856,-0.008373919874429703,-0.27221012115478516,0.6322857737541199,0.1208609938621521,0.01925269141793251,-2.2213244438171387,0.13096114993095398,-0.11819326877593994,0.18019665777683258,0.08898545801639557,0.1678515374660492]"
1772115517.867546,3150,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.001065264455974102,-0.006391586735844612,0.0,-0.07748416066169739,-0.0138594601303339,-0.9968972206115723,-0.029921723529696465,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.021098650991916656,0.011891966685652733,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.050828564912080765,0.022441290318965912,0.024175824597477913,-0.024175824597477913,0.056410256773233414,-0.12087912112474442,0.03663003817200661,0.0,-0.024175824597477913,-0.08864469081163406,-0.24981684982776642,-0.024175824597477913,-0.0,0.012210012413561344,1.096985936164856,-0.008373919874429703,-0.27221012115478516,0.6322857737541199,0.1208609938621521,0.01925269141793251,-2.2213244438171387,0.13096114993095398,-0.11819326877593994,0.18019665777683258,0.08898545801639557,0.1678515374660492,-0.0,0.0,0.0]","[1.1036103963851929,-0.006768915802240372,-0.277069091796875,0.6338077783584595,0.12301839143037796,0.019246703013777733,-2.221158504486084,0.1317312866449356,-0.11608164012432098,0.18012075126171112,0.08879305422306061,0.16940553486347198]"
1772115517.887657,3151,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.001065264455974102,-0.006391586735844612,0.0,-0.07662386447191238,-0.01357363536953926,-0.9969676733016968,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.0209068451076746,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.050636760890483856,0.02263309806585312,-0.008058608509600163,-0.056410256773233414,0.29816851019859314,0.15311355888843536,-0.012210012413561344,0.0,-0.008058608509600163,-0.04029304161667824,-0.024175824597477913,0.21758241951465607,-0.0,-0.03663003817200661,1.1036103963851929,-0.006768915802240372,-0.277069091796875,0.6338077783584595,0.12301839143037796,0.019246703013777733,-2.221158504486084,0.1317312866449356,-0.11608164012432098,0.18012075126171112,0.08879305422306061,0.16940553486347198,-0.0,0.0,0.0]","[1.1108825206756592,-0.007324229925870895,-0.2798399031162262,0.6325123310089111,0.12341415882110596,0.017939331009984016,-2.2213258743286133,0.13088299334049225,-0.1161268800497055,0.1801360547542572,0.08954468369483948,0.17060856521129608]"
1772115517.906913,3152,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.001065264455974102,-0.006391586735844612,0.0,-0.07662386447191238,-0.01357363536953926,-0.9969676733016968,-0.029921723529696465,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.0209068451076746,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.0026852814480662346,-0.008823071606457233,-0.05044495314359665,0.022441290318965912,-0.008058608509600163,-0.024175824597477913,0.08864469081163406,0.10476190596818924,-0.012210012413561344,0.02442002482712269,-0.008058608509600163,0.024175824597477913,-0.10476190596818924,-0.07252747565507889,0.02442002482712269,0.012210012413561344,1.1108825206756592,-0.007324229925870895,-0.2798399031162262,0.6325123310089111,0.12341415882110596,0.017939331009984016,-2.2213258743286133,0.13088299334049225,-0.1161268800497055,0.1801360547542572,0.08954468369483948,0.17060856521129608,-0.0,0.0,0.0]","[1.1167460680007935,-0.006779003888368607,-0.28235018253326416,0.6338099241256714,0.12398944050073624,0.016828065738081932,-2.2224960327148438,0.13097622990608215,-0.11682958900928497,0.18183648586273193,0.08866707980632782,0.17188620567321777]"
1772115517.926779,3153,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.001065264455974102,-0.006391586735844612,0.0,-0.07662386447191238,-0.01357363536953926,-0.9969676733016968,-0.03030533529818058,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.0209068451076746,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.05025314912199974,0.022249486297369003,0.008058608509600163,0.008058608509600163,0.07252747565507889,-0.12087912112474442,0.02442002482712269,-0.012210012413561344,-0.024175824597477913,-0.07252747565507889,-0.008058608509600163,0.24981684982776642,0.061050061136484146,-0.04884004965424538,1.1167460680007935,-0.006779003888368607,-0.28235018253326416,0.6338099241256714,0.12398944050073624,0.016828065738081932,-2.2224960327148438,0.13097622990608215,-0.11682958900928497,0.18183648586273193,0.08866707980632782,0.17188620567321777,-0.0,0.0,0.0]","[1.1211798191070557,-0.008202586323022842,-0.2831542193889618,0.6359164118766785,0.12197870016098022,0.016891371458768845,-2.2220215797424316,0.13135075569152832,-0.11725601553916931,0.18337994813919067,0.0896533727645874,0.17249904572963715]"
1772115517.947773,3154,"[-0.0010831867111846805,-0.0020890075247734785,0.005788932554423809,0.001065264455974102,-0.006391586735844612,0.0,-0.07662386447191238,-0.01357363536953926,-0.9969676733016968,-0.03030533529818058,0.046417027711868286,-0.0019180597737431526,-0.019564202055335045,0.0209068451076746,0.01208377256989479,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.05025314912199974,0.02263309806585312,0.008058608509600163,0.07252747565507889,0.10476190596818924,0.07252747565507889,0.02442002482712269,0.03663003817200661,0.008058608509600163,-0.008058608509600163,-0.024175824597477913,-0.008058608509600163,0.012210012413561344,0.0,1.1211798191070557,-0.008202586323022842,-0.2831542193889618,0.6359164118766785,0.12197870016098022,0.016891371458768845,-2.2220215797424316,0.13135075569152832,-0.11725601553916931,0.18337994813919067,0.0896533727645874,0.17249904572963715,-0.0,0.0,0.0]","[1.126260757446289,-0.007865242660045624,-0.2849568724632263,0.6360592842102051,0.12185370922088623,0.01623252034187317,-2.2228245735168457,0.1311928927898407,-0.11760742962360382,0.18372321128845215,0.08913394808769226,0.17321854829788208]"
1772115517.967666,3155,"[-8.883367263479158e-05,-0.00213798345066607,0.0057146986946463585,-0.008522115647792816,-0.019174760207533836,-0.004261057823896408,-0.07662386447191238,-0.01357363536953926,-0.9969676733016968,-0.03030533529818058,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.02071503922343254,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.05025314912199974,0.02263309806585312,-0.056410256773233414,0.024175824597477913,0.008058608509600163,-0.07252747565507889,-0.0,-0.012210012413561344,0.04029304161667824,0.056410256773233414,0.056410256773233414,-0.056410256773233414,0.012210012413561344,0.02442002482712269,1.126260757446289,-0.007865242660045624,-0.2849568724632263,0.6360592842102051,0.12185370922088623,0.01623252034187317,-2.2228245735168457,0.1311928927898407,-0.11760742962360382,0.18372321128845215,0.08913394808769226,0.17321854829788208,-0.0,0.0,0.0]","[1.1288743019104004,-0.00869537889957428,-0.2870550751686096,0.6376340985298157,0.12095541507005692,0.015972834080457687,-2.2239623069763184,0.13119645416736603,-0.11541551351547241,0.18702900409698486,0.08806653320789337,0.17460022866725922]"
1772115517.988369,3156,"[-8.883367263479158e-05,-0.00213798345066607,0.0057146986946463585,-0.008522115647792816,-0.019174760207533836,-0.004261057823896408,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.029921723529696465,0.0468006394803524,-0.0019180597737431526,-0.019564202055335045,0.02071503922343254,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.050061341375112534,0.022441290318965912,0.008058608509600163,-0.024175824597477913,0.056410256773233414,-0.024175824597477913,0.012210012413561344,0.0,-0.008058608509600163,-0.008058608509600163,-0.1369963437318802,-0.1369963437318802,0.04884004965424538,0.08547008782625198,1.1288743019104004,-0.00869537889957428,-0.2870550751686096,0.6376340985298157,0.12095541507005692,0.015972834080457687,-2.2239623069763184,0.13119645416736603,-0.11541551351547241,0.18702900409698486,0.08806653320789337,0.17460022866725922,-0.0,0.0,0.0]","[1.131439447402954,-0.00785806030035019,-0.2881177067756653,0.6389930248260498,0.11974014341831207,0.016399040818214417,-2.2254114151000977,0.1310032606124878,-0.11361758410930634,0.1892705112695694,0.08891619741916656,0.1757880002260208]"
1772115518.007273,3157,"[-8.883367263479158e-05,-0.00213798345066607,0.0057146986946463585,-0.008522115647792816,-0.019174760207533836,-0.004261057823896408,-0.078057661652565,-0.01261639129370451,-0.9968690276145935,-0.029921723529696465,0.0468006394803524,-0.0023016706109046936,-0.019564202055335045,0.02071503922343254,0.012275578454136848,0.009206682443618774,-0.00959029421210289,0.002301669679582119,-0.008823071606457233,-0.05044495314359665,0.022824902087450027,-0.008058608509600163,-0.024175824597477913,-0.04029304161667824,0.024175824597477913,0.012210012413561344,0.02442002482712269,0.008058608509600163,0.024175824597477913,-0.08864469081163406,0.12087912112474442,-0.02442002482712269,0.03663003817200661,1.131439447402954,-0.00785806030035019,-0.2881177067756653,0.6389930248260498,0.11974014341831207,0.016399040818214417,-2.2254114151000977,0.1310032606124878,-0.11361758410930634,0.1892705112695694,0.08891619741916656,0.1757880002260208,-0.0,0.0,0.0]","[1.1337080001831055,-0.00825045257806778,-0.28838351368904114,0.6396508812904358,0.1167546957731247,0.016118023544549942,-2.2260994911193848,0.13059724867343903,-0.1124163568019867,0.19132719933986664,0.09114226698875427,0.1760222613811493]"
