time_s,step,observation,action_pre_scale
1772115580.598919,6285,"[0.00423145666718483,-0.0007978859939612448,0.003472746815532446,0.001065264455974102,0.015978965908288956,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.04029304161667824,0.008058608509600163,0.08864469081163406,0.07252747565507889,0.03663003817200661,0.0,-0.056410256773233414,-0.056410256773233414,-0.3304029405117035,0.18534798920154572,0.02442002482712269,0.012210012413561344,1.7496527433395386,-0.0808771401643753,-0.24758590757846832,0.9067200422286987,-0.1065637543797493,-0.0030182339251041412,-2.66397762298584,0.2956048846244812,0.1259297877550125,0.30702340602874756,0.12898707389831543,0.1452374905347824,-0.0,0.0,0.0]","[1.7510323524475098,-0.08224396407604218,-0.24708135426044464,0.905567467212677,-0.10669948905706406,-0.002834184095263481,-2.664151668548584,0.29559534788131714,0.12560074031352997,0.30590471625328064,0.1287192702293396,0.14486651122570038]"
1772115580.617127,6286,"[0.00423145666718483,-0.0007978859939612448,0.003472746815532446,0.001065264455974102,0.015978965908288956,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004219729453325272,-0.018796980381011963,-0.029921719804406166,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.008058608509600163,-0.08864469081163406,-0.2659340798854828,-0.04029304161667824,-0.04884004965424538,0.03663003817200661,-0.008058608509600163,0.04029304161667824,-0.24981684982776642,-0.024175824597477913,-0.02442002482712269,0.012210012413561344,1.7510323524475098,-0.08224396407604218,-0.24708135426044464,0.905567467212677,-0.10669948905706406,-0.002834184095263481,-2.664151668548584,0.29559534788131714,0.12560074031352997,0.30590471625328064,0.1287192702293396,0.14486651122570038,-0.0,0.0,0.0]","[1.7502433061599731,-0.08133552968502045,-0.2452848255634308,0.9060502052307129,-0.10680826753377914,-0.0031549297273159027,-2.6643152236938477,0.296090692281723,0.12564417719841003,0.30513083934783936,0.1288108229637146,0.14547321200370789]"
1772115580.636937,6287,"[0.00423145666718483,-0.0007978859939612448,0.003472746815532446,0.001065264455974102,0.015978965908288956,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.029921719804406166,0.029921721667051315,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.008058608509600163,0.12087912112474442,0.07252747565507889,0.24981684982776642,0.03663003817200661,0.0,0.07252747565507889,0.04029304161667824,0.23369963467121124,-0.16923077404499054,-0.0,0.012210012413561344,1.7502433061599731,-0.08133552968502045,-0.2452848255634308,0.9060502052307129,-0.10680826753377914,-0.0031549297273159027,-2.6643152236938477,0.296090692281723,0.12564417719841003,0.30513083934783936,0.1288108229637146,0.14547321200370789,-0.0,0.0,0.0]","[1.751456379890442,-0.08125437796115875,-0.24624992907047272,0.9040576219558716,-0.10887949913740158,-0.0046507492661476135,-2.66558837890625,0.29589608311653137,0.12581391632556915,0.30754631757736206,0.12988556921482086,0.144917830824852]"
1772115580.657105,6288,"[0.00423145666718483,-0.0007978859939612448,0.003472746815532446,0.001065264455974102,0.015978965908288956,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12390661239624023,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.10476190596818924,0.008058608509600163,0.056410256773233414,0.12087912112474442,0.02442002482712269,0.03663003817200661,-0.008058608509600163,-0.024175824597477913,0.008058608509600163,0.07252747565507889,-0.03663003817200661,0.04884004965424538,1.751456379890442,-0.08125437796115875,-0.24624992907047272,0.9040576219558716,-0.10887949913740158,-0.0046507492661476135,-2.66558837890625,0.29589608311653137,0.12581391632556915,0.30754631757736206,0.12988556921482086,0.144917830824852,-0.0,0.0,0.0]","[1.7524200677871704,-0.08208522200584412,-0.24639984965324402,0.9043684005737305,-0.10887030512094498,-0.004652859643101692,-2.6661548614501953,0.2953406870365143,0.1260538548231125,0.3080846965312958,0.12975308299064636,0.14438311755657196]"
1772115580.677250,6289,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.001065264455974102,0.015978965908288956,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.07252747565507889,-0.008058608509600163,0.056410256773233414,-0.15311355888843536,-0.0,0.061050061136484146,-0.024175824597477913,-0.024175824597477913,-0.08864469081163406,-0.024175824597477913,-0.0,-0.03663003817200661,1.7524200677871704,-0.08208522200584412,-0.24639984965324402,0.9043684005737305,-0.10887030512094498,-0.004652859643101692,-2.6661548614501953,0.2953406870365143,0.1260538548231125,0.3080846965312958,0.12975308299064636,0.14438311755657196,-0.0,0.0,0.0]","[1.7524082660675049,-0.08287999033927917,-0.24607354402542114,0.905071496963501,-0.10792038589715958,-0.003464251756668091,-2.6647658348083496,0.2952539622783661,0.12637227773666382,0.3080630302429199,0.12942923605442047,0.14460386335849762]"
1772115580.698396,6290,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.002130528911948204,0.011717909015715122,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004219730384647846,0.06291234493255615,0.0345250628888607,0.008058608509600163,0.024175824597477913,-0.12087912112474442,-0.08864469081163406,-0.02442002482712269,-0.012210012413561344,0.008058608509600163,-0.008058608509600163,0.008058608509600163,-0.18534798920154572,-0.04884004965424538,0.012210012413561344,1.7524082660675049,-0.08287999033927917,-0.24607354402542114,0.905071496963501,-0.10792038589715958,-0.003464251756668091,-2.6647658348083496,0.2952539622783661,0.12637227773666382,0.3080630302429199,0.12942923605442047,0.14460386335849762,-0.0,0.0,0.0]","[1.7517725229263306,-0.08228856325149536,-0.24659618735313416,0.9057143330574036,-0.10759710520505905,-0.0027354974299669266,-2.6639370918273926,0.29562923312187195,0.1262015998363495,0.3086071014404297,0.12955057621002197,0.1450948268175125]"
1772115580.716887,6291,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.002130528911948204,0.011717909015715122,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.024175824597477913,0.08864469081163406,0.15311355888843536,-0.008058608509600163,-0.061050061136484146,0.09768009930849075,-0.024175824597477913,0.10476190596818924,-0.07252747565507889,0.16923077404499054,-0.061050061136484146,0.0,1.7517725229263306,-0.08228856325149536,-0.24659618735313416,0.9057143330574036,-0.10759710520505905,-0.0027354974299669266,-2.6639370918273926,0.29562923312187195,0.1262015998363495,0.3086071014404297,0.12955057621002197,0.1450948268175125,-0.0,0.0,0.0]","[1.7524839639663696,-0.08378271758556366,-0.24868951737880707,0.9055109620094299,-0.1080593690276146,-0.003461921587586403,-2.6632399559020996,0.29433131217956543,0.12576676905155182,0.3092564344406128,0.12907564640045166,0.1445401906967163]"
1772115580.736826,6292,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.002130528911948204,0.011717909015715122,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004219729453325272,-0.018796980381011963,-0.029921719804406166,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12390661239624023,-0.025318380445241928,0.004603342153131962,0.06291234493255615,0.0345250628888607,-0.008058608509600163,-0.08864469081163406,-0.04029304161667824,0.056410256773233414,-0.0,-0.012210012413561344,0.008058608509600163,-0.10476190596818924,-0.2014652043581009,-0.16923077404499054,-0.0,-0.012210012413561344,1.7524839639663696,-0.08378271758556366,-0.24868951737880707,0.9055109620094299,-0.1080593690276146,-0.003461921587586403,-2.6632399559020996,0.29433131217956543,0.12576676905155182,0.3092564344406128,0.12907564640045166,0.1445401906967163,-0.0,0.0,0.0]","[1.7517668008804321,-0.08145879209041595,-0.2468733787536621,0.905746340751648,-0.10716686397790909,-0.0026967357844114304,-2.663458824157715,0.2956995368003845,0.12689022719860077,0.30726858973503113,0.12912437319755554,0.1441805362701416]"
1772115580.757093,6293,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.002130528911948204,0.011717909015715122,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.0295381098985672,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004603342153131962,0.06291234493255615,0.0345250628888607,0.008058608509600163,-0.056410256773233414,-0.024175824597477913,0.08864469081163406,-0.07326007634401321,0.03663003817200661,-0.04029304161667824,0.024175824597477913,-0.10476190596818924,-0.10476190596818924,-0.03663003817200661,0.02442002482712269,1.7517668008804321,-0.08145879209041595,-0.2468733787536621,0.905746340751648,-0.10716686397790909,-0.0026967357844114304,-2.663458824157715,0.2956995368003845,0.12689022719860077,0.30726858973503113,0.12912437319755554,0.1441805362701416,-0.0,0.0,0.0]","[1.7520650625228882,-0.08061499893665314,-0.24679215252399445,0.9062331914901733,-0.10697580128908157,-0.0026789847761392593,-2.663393497467041,0.2959142327308655,0.12678898870944977,0.3067355453968048,0.12928256392478943,0.14437974989414215]"
1772115580.777098,6294,"[0.003901184070855379,-0.0005906129372306168,0.0036560960579663515,0.002130528911948204,0.011717909015715122,0.0,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004603342153131962,0.06310414522886276,0.03471686691045761,0.04029304161667824,-0.024175824597477913,-0.08864469081163406,-0.2014652043581009,0.012210012413561344,0.0,0.008058608509600163,-0.07252747565507889,0.1369963437318802,0.056410256773233414,-0.0,0.061050061136484146,1.7520650625228882,-0.08061499893665314,-0.24679215252399445,0.9062331914901733,-0.10697580128908157,-0.0026789847761392593,-2.663393497467041,0.2959142327308655,0.12678898870944977,0.3067355453968048,0.12928256392478943,0.14437974989414215,-0.0,0.0,0.0]","[1.7504780292510986,-0.08189834654331207,-0.2470727264881134,0.907659113407135,-0.10882768779993057,-0.0019371118396520615,-2.6623668670654297,0.29593420028686523,0.12567974627017975,0.3087947368621826,0.12990188598632812,0.1442316472530365]"
1772115580.797029,6295,"[0.0038407747633755207,-0.0009247186244465411,0.0033965501934289932,0.00532632227987051,0.014913702383637428,0.001065264455974102,-0.2190077006816864,0.01880163885653019,-0.9755419492721558,-0.14730693399906158,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06310414522886276,0.03471686691045761,0.024175824597477913,-0.056410256773233414,-0.024175824597477913,-0.16923077404499054,0.02442002482712269,0.03663003817200661,-0.008058608509600163,0.10476190596818924,-0.1369963437318802,0.024175824597477913,-0.012210012413561344,0.0,1.7504780292510986,-0.08189834654331207,-0.2470727264881134,0.907659113407135,-0.10882768779993057,-0.0019371118396520615,-2.6623668670654297,0.29593420028686523,0.12567974627017975,0.3087947368621826,0.12990188598632812,0.1442316472530365,-0.0,0.0,0.0]","[1.7492507696151733,-0.08231198787689209,-0.2473633587360382,0.9075310230255127,-0.10827051848173141,-0.002247549593448639,-2.6613755226135254,0.2956070303916931,0.12486332654953003,0.3069734573364258,0.12916205823421478,0.14395403861999512]"
1772115580.817650,6296,"[0.0038407747633755207,-0.0009247186244465411,0.0033965501934289932,0.00532632227987051,0.014913702383637428,0.001065264455974102,-0.21882060170173645,0.018708914518356323,-0.9755857586860657,-0.14730693399906158,0.004219729453325272,-0.018796980381011963,-0.03030533157289028,0.0295381098985672,0.03721034526824951,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004603342153131962,0.06310414522886276,0.03471686691045761,0.024175824597477913,0.04029304161667824,0.056410256773233414,0.024175824597477913,-0.012210012413561344,0.02442002482712269,0.024175824597477913,-0.07252747565507889,0.12087912112474442,0.1369963437318802,0.03663003817200661,0.0,1.7492507696151733,-0.08231198787689209,-0.2473633587360382,0.9075310230255127,-0.10827051848173141,-0.002247549593448639,-2.6613755226135254,0.2956070303916931,0.12486332654953003,0.3069734573364258,0.12916205823421478,0.14395403861999512,-0.0,0.0,0.0]","[1.7491225004196167,-0.08260959386825562,-0.24776692688465118,0.9076027870178223,-0.10978803783655167,-0.0027152597904205322,-2.661534309387207,0.2956025004386902,0.12441316246986389,0.3075626492500305,0.12941859662532806,0.14330244064331055]"
1772115580.836755,6297,"[0.0038407747633755207,-0.0009247186244465411,0.0033965501934289932,0.00532632227987051,0.014913702383637428,0.001065264455974102,-0.21882060170173645,0.018708914518356323,-0.9755857586860657,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.029921719804406166,0.029729915782809258,0.03740215301513672,0.11469992995262146,-0.12352301180362701,-0.025318380445241928,0.004603342153131962,0.06310414522886276,0.03471686691045761,-0.008058608509600163,0.07252747565507889,0.024175824597477913,-0.024175824597477913,-0.012210012413561344,0.04884004965424538,0.008058608509600163,-0.056410256773233414,-0.12087912112474442,-0.08864469081163406,-0.02442002482712269,0.061050061136484146,1.7491225004196167,-0.08260959386825562,-0.24776692688465118,0.9076027870178223,-0.10978803783655167,-0.0027152597904205322,-2.661534309387207,0.2956025004386902,0.12441316246986389,0.3075626492500305,0.12941859662532806,0.14330244064331055,-0.0,0.0,0.0]","[1.7502833604812622,-0.08210115134716034,-0.24782215058803558,0.9074111580848694,-0.10856520384550095,-0.0027047153562307358,-2.6617231369018555,0.29587292671203613,0.12447431683540344,0.3063019812107086,0.1287999451160431,0.1437588334083557]"
1772115580.856846,6298,"[0.0038407747633755207,-0.0009247186244465411,0.0033965501934289932,0.00532632227987051,0.014913702383637428,0.001065264455974102,-0.21882060170173645,0.018708914518356323,-0.9755857586860657,-0.147690549492836,0.004603342153131962,-0.018796980381011963,-0.03030533157289028,0.029729915782809258,0.0370185412466526,0.11469992995262146,-0.12352301180362701,-0.024934768676757812,0.004603342153131962,0.06310414522886276,0.03471686691045761,-0.04029304161667824,0.024175824597477913,0.056410256773233414,-0.04029304161667824,-0.0,-0.012210012413561344,-0.056410256773233414,0.024175824597477913,0.024175824597477913,-0.07252747565507889,-0.012210012413561344,0.04884004965424538,1.7502833604812622,-0.08210115134716034,-0.24782215058803558,0.9074111580848694,-0.10856520384550095,-0.0027047153562307358,-2.6617231369018555,0.29587292671203613,0.12447431683540344,0.3063019812107086,0.1287999451160431,0.1437588334083557,-0.0,0.0,0.0]","[1.7510088682174683,-0.08248767256736755,-0.24796591699123383,0.9076029062271118,-0.10842566937208176,-0.0026276838034391403,-2.6617093086242676,0.2958564758300781,0.1241704672574997,0.3065285086631775,0.1288459450006485,0.143984854221344]"
