time_s,step,observation,action_pre_scale
1776857480.400474,3114,"[-0.11929738521575928,-0.02240435779094696,-0.9926058650016785,0.010327360592782497,-0.005705909337848425,-0.060467980802059174,-0.30119651556015015,-0.33643126487731934,0.03894032910466194,0.04337083175778389,0.03370210900902748,0.1034250408411026,-0.4354532063007355,0.34045547246932983,-0.04411535710096359,0.005408306140452623,0.0215255469083786,-0.036263737827539444,0.036263737827539444,0.043295472860336304,-0.03719028830528259,0.06987728178501129,0.03764276206493378,-0.06043956056237221,-0.28375381231307983,-0.018315019086003304,0.03663003817200661,0.08652076125144958,0.17223244905471802,-0.15809981524944305,-0.13642144203186035,-12.772419929504395,0.3684830963611603,0.07938585430383682,0.043520160019397736,0.393839031457901,-1.188858151435852,20.55767822265625,0.13837847113609314,0.0,0.0,0.0]","[0.08726107329130173,0.1902424693107605,-0.15602251887321472,-0.15064474940299988,-12.791604995727539,0.3800314664840698,0.07158703356981277,0.036847710609436035,0.37068983912467957,-1.15362548828125,20.500001907348633,0.13774514198303223]"
1776857480.420753,3115,"[-0.11878278851509094,-0.016552895307540894,-0.992782473564148,0.010327360592782497,-0.004938686266541481,-0.060467980802059174,-0.30119651556015015,-0.3354722559452057,0.0379813015460968,0.04337083175778389,0.03370210900902748,0.1034250408411026,-0.4408237636089325,0.34045547246932983,-0.04411535710096359,0.004029304254800081,0.00711603369563818,0.12490842491388321,-0.08461538702249527,0.06673947721719742,-0.06063494086265564,-0.004029304254800081,0.02014652080833912,-0.07655677944421768,-0.3318634033203125,-0.018315019086003304,0.03663003817200661,0.08726107329130173,0.1902424693107605,-0.15602251887321472,-0.15064474940299988,-12.791604995727539,0.3800314664840698,0.07158703356981277,0.036847710609436035,0.37068983912467957,-1.15362548828125,20.500001907348633,0.13774514198303223,0.0,0.0,0.0]","[0.09543532878160477,0.19539791345596313,-0.17741651833057404,-0.1948586404323578,-12.786800384521484,0.371936172246933,0.06562474370002747,0.03304547816514969,0.3610478341579437,-1.12964928150177,20.44182777404785,0.119181789457798]"
1776857480.440269,3116,"[-0.11813923716545105,-0.009230956435203552,-0.9929541349411011,0.010710972361266613,-0.0014861796516925097,-0.06085159257054329,-0.30081290006637573,-0.33489683270454407,0.03740588203072548,0.04337083175778389,0.03370210900902748,0.1034250408411026,-0.4450434744358063,0.34045547246932983,-0.04411535710096359,0.013800622895359993,0.1725572645664215,-0.013800622895359993,-0.010375107638537884,0.05739216506481171,-0.01465702522546053,-0.028205128386616707,0.004029304254800081,-0.004029304254800081,-0.22433385252952576,-0.018315019086003304,0.03663003817200661,0.09543532878160477,0.19539791345596313,-0.17741651833057404,-0.1948586404323578,-12.786800384521484,0.371936172246933,0.06562474370002747,0.03304547816514969,0.3610478341579437,-1.12964928150177,20.44182777404785,0.119181789457798,0.0,0.0,0.0]","[0.07303455471992493,0.19848406314849854,-0.18169757723808289,-0.2864469289779663,-12.826681137084961,0.3617722690105438,0.04555113613605499,0.030807606875896454,0.3182970881462097,-1.0156903266906738,20.406843185424805,0.11821899563074112]"
1776857480.460126,3117,"[-0.11784370243549347,-0.005149558186531067,-0.9930193424224854,0.011094584129750729,0.0050352211110293865,-0.06161881983280182,-0.30119651556015015,-0.33393779397010803,0.03644685447216034,0.042987216264009476,0.033318497240543365,0.1034250408411026,-0.4477287828922272,0.34045547246932983,-0.04411535710096359,-0.0026003047823905945,0.18143586814403534,-0.1680595576763153,-0.11827890574932098,0.03592926263809204,-0.017613966017961502,-0.02157561108469963,0.0026003047823905945,0.04432234540581703,0.058494530618190765,-0.018315019086003304,0.03663003817200661,0.07303455471992493,0.19848406314849854,-0.18169757723808289,-0.2864469289779663,-12.826681137084961,0.3617722690105438,0.04555113613605499,0.030807606875896454,0.3182970881462097,-1.0156903266906738,20.406843185424805,0.11821899563074112,0.0,0.0,0.0]","[0.04186026006937027,0.19775700569152832,-0.19809667766094208,-0.381670206785202,-12.888657569885254,0.31840765476226807,0.025863558053970337,0.01527509093284607,0.2774856686592102,-0.8792781233787537,20.371641159057617,0.1056411862373352]"
1776857480.479766,3118,"[-0.1168404147028923,0.002656877040863037,-0.9931467771530151,0.011094584129750729,0.008104115724563599,-0.06276965141296387,-0.30311456322669983,-0.333554208278656,0.03567963093519211,0.040301933884620667,0.03293488547205925,0.10073976218700409,-0.4450434744358063,0.34045547246932983,-0.04411535710096359,-0.004029304254800081,0.19444827735424042,-0.21847662329673767,-0.26205185055732727,0.046329185366630554,-0.001084592193365097,-0.1444554179906845,-0.013729110360145569,-0.233100026845932,0.3620384931564331,-0.018315019086003304,0.03663003817200661,0.04186026006937027,0.19775700569152832,-0.19809667766094208,-0.381670206785202,-12.888657569885254,0.31840765476226807,0.025863558053970337,0.01527509093284607,0.2774856686592102,-0.8792781233787537,20.371641159057617,0.1056411862373352,0.0,0.0,0.0]","[0.011842915788292885,0.2077122926712036,-0.22937768697738647,-0.4956636130809784,-12.93407154083252,0.26089292764663696,0.015535774640738964,-0.014044299721717834,0.2602172791957855,-0.7398309111595154,20.340412139892578,0.06933864951133728]"
1776857480.502102,3119,"[-0.11582008749246597,0.009775705635547638,-0.9932219982147217,0.00956013798713684,0.016927186399698257,-0.06430409848690033,-0.3077179193496704,-0.3327869772911072,0.03529601916670799,0.03646581619977951,0.03140043839812279,0.09805447608232498,-0.4354532063007355,0.34045547246932983,-0.04411535710096359,-0.12169557064771652,0.33811962604522705,-0.1942230761051178,-0.30867689847946167,0.04906531423330307,-0.00927005149424076,-0.17731590569019318,-0.11363698542118073,-0.20591610670089722,0.9288202524185181,-0.018315019086003304,0.03663003817200661,0.011842915788292885,0.2077122926712036,-0.22937768697738647,-0.4956636130809784,-12.93407154083252,0.26089292764663696,0.015535774640738964,-0.014044299721717834,0.2602172791957855,-0.7398309111595154,20.340412139892578,0.06933864951133728,0.0,0.0,0.0]","[-0.01853574626147747,0.19942989945411682,-0.26502305269241333,-0.6271637678146362,-12.973122596740723,0.20492754876613617,0.013973838649690151,-0.04110401123762131,0.27331089973449707,-0.6113719344139099,20.356266021728516,0.026915311813354492]"
1776857480.520752,3120,"[-0.11515190452337265,0.01651161164045334,-0.9932106137275696,0.005340407602488995,0.027668317779898643,-0.06660576909780502,-0.31347209215164185,-0.33201974630355835,0.03452879562973976,0.032629698514938354,0.029865991324186325,0.09306751936674118,-0.41972509026527405,0.34045547246932983,-0.04411535710096359,-0.20115995407104492,0.49775779247283936,-0.11155509948730469,-0.41789865493774414,0.031934916973114014,-0.03803973272442818,-0.1671217381954193,-0.059595949947834015,-0.27729499340057373,0.9563721418380737,-0.018315019086003304,0.03663003817200661,-0.01853574626147747,0.19942989945411682,-0.26502305269241333,-0.6271637678146362,-12.973122596740723,0.20492754876613617,0.013973838649690151,-0.04110401123762131,0.27331089973449707,-0.6113719344139099,20.356266021728516,0.026915311813354492,0.0,0.0,0.0]","[-0.03499637544155121,0.17307701706886292,-0.2913705110549927,-0.746206521987915,-13.03913688659668,0.1731947362422943,0.013696565292775631,-0.05232861265540123,0.2914392054080963,-0.5062316656112671,20.40728187561035,-0.01380658894777298]"
1776857480.544427,3121,"[-0.11472579091787338,0.021298885345458984,-0.9931683540344238,0.0007370660314336419,0.03840944916009903,-0.0685238316655159,-0.32114434242248535,-0.32971808314323425,0.03261073678731918,0.030711637809872627,0.02948237955570221,0.0911494567990303,-0.40898397564888,0.34045547246932983,-0.04411535710096359,-0.24860762059688568,0.46726393699645996,-0.18920931220054626,-0.6238701939582825,0.10055514425039291,-0.10923363268375397,-0.14891621470451355,-0.029783234000205994,-0.08444739878177643,0.652611494064331,-0.018315019086003304,0.03663003817200661,-0.03499637544155121,0.17307701706886292,-0.2913705110549927,-0.746206521987915,-13.03913688659668,0.1731947362422943,0.013696565292775631,-0.05232861265540123,0.2914392054080963,-0.5062316656112671,20.40728187561035,-0.01380658894777298,0.0,0.0,0.0]","[-0.04426449537277222,0.13629116117954254,-0.3088279068470001,-0.845644474029541,-13.141565322875977,0.16200625896453857,0.012476733885705471,-0.063307024538517,0.3038921356201172,-0.40015286207199097,20.446258544921875,-0.07750213891267776]"
1776857480.563607,3122,"[-0.11429458111524582,0.02261393517255783,-0.9931891560554504,-0.0015646048123016953,0.04608168452978134,-0.07274356484413147,-0.32920020818710327,-0.3279918134212494,0.030884481966495514,0.02956080250442028,0.03024960309267044,0.09038223326206207,-0.40054452419281006,0.34045547246932983,-0.04411535710096359,-0.09976060688495636,0.3661128580570221,-0.3635416626930237,-0.48817354440689087,0.09652414917945862,-0.11483880877494812,-0.047865644097328186,0.04668454825878143,-0.09503619372844696,0.577998697757721,-0.018315019086003304,0.03663003817200661,-0.04426449537277222,0.13629116117954254,-0.3088279068470001,-0.845644474029541,-13.141565322875977,0.16200625896453857,0.012476733885705471,-0.063307024538517,0.3038921356201172,-0.40015286207199097,20.446258544921875,-0.07750213891267776,0.0,0.0,0.0]","[-0.0699789747595787,0.09791821241378784,-0.3191928267478943,-0.9244585037231445,-13.256827354431152,0.15179723501205444,0.013726380653679371,-0.08005805313587189,0.30737996101379395,-0.30766257643699646,20.479549407958984,-0.1352904736995697]"
1776857480.580865,3123,"[-0.10928694158792496,0.029061704874038696,-0.9935856461524963,-0.0038662755396217108,0.051068637520074844,-0.07734690606594086,-0.33802324533462524,-0.3214704394340515,0.02935003489255905,0.029177190735936165,0.031016826629638672,0.0911494567990303,-0.38558363914489746,0.34045547246932983,-0.04411535710096359,-0.0871235802769661,0.2606236934661865,-0.24274533987045288,-0.2782341539859772,0.31956011056900024,-0.12474905699491501,-0.07025930285453796,0.055903222411870956,0.031727395951747894,0.8382819890975952,-0.018315019086003304,0.03663003817200661,-0.0699789747595787,0.09791821241378784,-0.3191928267478943,-0.9244585037231445,-13.256827354431152,0.15179723501205444,0.013726380653679371,-0.08005805313587189,0.30737996101379395,-0.30766257643699646,20.479549407958984,-0.1352904736995697,0.0,0.0,0.0]","[-0.06742390245199203,0.07779619097709656,-0.2941169738769531,-1.00188410282135,-13.356120109558105,0.12257666140794754,0.016920194029808044,-0.08285729587078094,0.27364304661750793,-0.22105330228805542,20.554683685302734,-0.2016754448413849]"
1776857480.601297,3124,"[-0.10721149295568466,0.03189539164304733,-0.9937242269515991,-0.00578433508053422,0.051068637520074844,-0.07926496118307114,-0.3387904763221741,-0.3191687762737274,0.028199199587106705,0.029177190735936165,0.03140043839812279,0.0911494567990303,-0.3798294961452484,0.34045547246932983,-0.04411535710096359,-0.14922580122947693,-0.012087912298738956,-0.1331084668636322,-0.07177841663360596,0.1863967627286911,-0.09014596790075302,-0.028205128386616707,0.013727940618991852,0.036263737827539444,0.6088486909866333,-0.018315019086003304,0.03663003817200661,-0.06742390245199203,0.07779619097709656,-0.2941169738769531,-1.00188410282135,-13.356120109558105,0.12257666140794754,0.016920194029808044,-0.08285729587078094,0.27364304661750793,-0.22105330228805542,20.554683685302734,-0.2016754448413849,0.0,0.0,0.0]","[-0.06877259165048599,0.05214056372642517,-0.2669225335121155,-1.0029747486114502,-13.416769027709961,0.09508243948221207,0.016284551471471786,-0.10195453464984894,0.2527790069580078,-0.18911927938461304,20.622007369995117,-0.24037683010101318]"
1776857480.621342,3125,"[-0.10311531275510788,0.03796713799238205,-0.993944525718689,-0.009236841462552547,0.048383358865976334,-0.08348468691110611,-0.341859370470047,-0.31283918023109436,0.02417127601802349,0.02879357896745205,0.03216766193509102,0.0911494567990303,-0.3648686110973358,0.34045547246932983,-0.04411535710096359,-0.24786610901355743,-0.12473417818546295,-0.21788427233695984,-0.13391923904418945,0.34691208600997925,-0.22464719414710999,-0.021272871643304825,0.02239922247827053,0.05238095298409462,0.9344044923782349,-0.018315019086003304,0.03663003817200661,-0.06877259165048599,0.05214056372642517,-0.2669225335121155,-1.0029747486114502,-13.416769027709961,0.09508243948221207,0.016284551471471786,-0.10195453464984894,0.2527790069580078,-0.18911927938461304,20.622007369995117,-0.24037683010101318,0.0,0.0,0.0]","[-0.06088855117559433,0.04938650131225586,-0.2406691014766693,-0.982079029083252,-13.481514930725098,0.08324689418077469,0.011447283439338207,-0.09529739618301392,0.2165469378232956,-0.15946407616138458,20.708242416381836,-0.25232893228530884]"
1776857480.641413,3126,"[-0.10149339586496353,0.04134678095579147,-0.9939766526222229,-0.021512417122721672,0.04301279038190842,-0.08501913398504257,-0.34147578477859497,-0.3086194097995758,0.021102380007505417,0.02879357896745205,0.032551273703575134,0.09038223326206207,-0.35067495703697205,0.34045547246932983,-0.04411535710096359,-0.4554451107978821,-0.21764105558395386,-0.09269072115421295,0.08663353323936462,0.08032789826393127,-0.03177952393889427,-0.004029304254800081,0.02216535434126854,0.06446050107479095,0.7314738631248474,-0.018315019086003304,0.03663003817200661,-0.06088855117559433,0.04938650131225586,-0.2406691014766693,-0.982079029083252,-13.481514930725098,0.08324689418077469,0.011447283439338207,-0.09529739618301392,0.2165469378232956,-0.15946407616138458,20.708242416381836,-0.25232893228530884,0.0,0.0,0.0]","[-0.066533662378788,0.03662259876728058,-0.20548023283481598,-0.9314476251602173,-13.50599479675293,0.06943049281835556,0.005600878037512302,-0.09312856942415237,0.1844513714313507,-0.16638880968093872,20.806543350219727,-0.23823970556259155]"
1776857480.660957,3127,"[-0.0988227054476738,0.04832281172275543,-0.993931233882904,-0.0234304778277874,0.04032750800251961,-0.08540274947881699,-0.34032490849494934,-0.308427631855011,0.022061409428715706,0.02879357896745205,0.033318497240543365,0.08999862521886826,-0.34645524621009827,0.3467850685119629,-0.0492941178381443,-0.09982239454984665,-0.08656447380781174,-0.045752108097076416,0.15337426960468292,0.053583499044179916,0.054245725274086,-0.036263737827539444,-0.017287179827690125,-0.06992774456739426,0.4146270155906677,0.17487166821956635,-0.12809181213378906,-0.066533662378788,0.03662259876728058,-0.20548023283481598,-0.9314476251602173,-13.50599479675293,0.06943049281835556,0.005600878037512302,-0.09312856942415237,0.1844513714313507,-0.16638880968093872,20.806543350219727,-0.23823970556259155,0.0,0.0,0.0]","[-0.08005426079034805,0.03522596135735512,-0.1899743676185608,-0.9260333776473999,-13.585991859436035,0.0692218467593193,0.024382930248975754,-0.07913868874311447,0.16794976592063904,-0.19400231540203094,20.883241653442383,-0.1932479739189148]"
1776857480.681732,3128,"[-0.09483923763036728,0.05854443460702896,-0.9937697649002075,-0.028801042586565018,0.034573331475257874,-0.08233385533094406,-0.33840689063072205,-0.30727678537368774,0.022828632965683937,0.027259131893515587,0.035236556082963943,0.08654611557722092,-0.3403174579143524,0.3467850685119629,-0.0492941178381443,-0.23622438311576843,-0.21366795897483826,0.2587425708770752,0.02824237011373043,0.07176928222179413,0.01935596950352192,-0.034682635217905045,0.052419230341911316,-0.26842063665390015,0.29587340354919434,0.018315019086003304,0.0,-0.08005426079034805,0.03522596135735512,-0.1899743676185608,-0.9260333776473999,-13.585991859436035,0.0692218467593193,0.024382930248975754,-0.07913868874311447,0.16794976592063904,-0.19400231540203094,20.883241653442383,-0.1932479739189148,0.0,0.0,0.0]","[-0.06507835537195206,0.04018324613571167,-0.18206673860549927,-0.9025751352310181,-13.674766540527344,0.06431467831134796,0.020301636308431625,-0.055863313376903534,0.15997818112373352,-0.22474393248558044,20.956581115722656,-0.16684335470199585]"
1776857480.700179,3129,"[-0.0939967930316925,0.06618091464042664,-0.9933706521987915,-0.03225354850292206,0.03073721192777157,-0.07811412960290909,-0.3372560143470764,-0.30727678537368774,0.02244502119719982,0.028026355430483818,0.03715461492538452,0.08462806046009064,-0.33609771728515625,0.3467850685119629,-0.0492941178381443,-0.11409702897071838,-0.10752340406179428,0.36688366532325745,0.0648953914642334,-0.006105006206780672,-0.009543544612824917,0.01505778543651104,0.06786424666643143,-0.12427441030740738,0.2379463016986847,0.018315019086003304,0.0,-0.06507835537195206,0.04018324613571167,-0.18206673860549927,-0.9025751352310181,-13.674766540527344,0.06431467831134796,0.020301636308431625,-0.055863313376903534,0.15997818112373352,-0.22474393248558044,20.956581115722656,-0.16684335470199585,0.0,0.0,0.0]","[-0.05486329644918442,0.04396161064505577,-0.16526104509830475,-0.8806933164596558,-13.751250267028809,0.07531504333019257,0.015726342797279358,-0.040936440229415894,0.1364453285932541,-0.22723594307899475,21.014558792114258,-0.11820109933614731]"
1776857480.724544,3130,"[-0.09386513382196426,0.07568778097629547,-0.9927032589912415,-0.033404383808374405,0.02881915494799614,-0.0662221610546112,-0.33648881316185,-0.30746859312057495,0.02263682708144188,0.027642743661999702,0.03830544650554657,0.08347722142934799,-0.3349469006061554,0.3467850685119629,-0.0492941178381443,-0.08461300283670425,-0.020142512395977974,0.5842245817184448,0.028203070163726807,-0.01623895764350891,0.010133912786841393,-0.04432155191898346,0.06849570572376251,-0.1571405529975891,0.052378177642822266,0.018315019086003304,0.0,-0.05486329644918442,0.04396161064505577,-0.16526104509830475,-0.8806933164596558,-13.751250267028809,0.07531504333019257,0.015726342797279358,-0.040936440229415894,0.1364453285932541,-0.22723594307899475,21.014558792114258,-0.11820109933614731,0.0,0.0,0.0]","[-0.04256525635719299,0.05125056952238083,-0.1544983685016632,-0.8634222745895386,-13.808408737182617,0.08839228004217148,0.011132310144603252,-0.01427358016371727,0.12418719381093979,-0.23745208978652954,21.02870750427246,-0.07503417879343033]"
1776857480.740068,3131,"[-0.09403891861438751,0.08047878742218018,-0.992310643196106,-0.03378799557685852,0.02805192768573761,-0.05970075726509094,-0.3353379964828491,-0.30708497762680054,0.02263682708144188,0.02610829658806324,0.040223512798547745,0.0788738876581192,-0.3295763432979584,0.3467850685119629,-0.0492941178381443,-0.015980107709765434,-0.0440482422709465,0.36030662059783936,0.1768774688243866,0.024160930886864662,-0.018315019086003304,-0.07600834220647812,0.07184215635061264,-0.2844350337982178,0.3486297130584717,0.018315019086003304,0.0,-0.04256525635719299,0.05125056952238083,-0.1544983685016632,-0.8634222745895386,-13.808408737182617,0.08839228004217148,0.011132310144603252,-0.01427358016371727,0.12418719381093979,-0.23745208978652954,21.02870750427246,-0.07503417879343033,0.0,0.0,0.0]","[-0.04653410613536835,0.06196170672774315,-0.14783884584903717,-0.8666037321090698,-13.90234661102295,0.09083086997270584,0.004033108241856098,-0.0034947246313095093,0.11718591302633286,-0.24248281121253967,21.064390182495117,-0.0558442696928978]"
1776857480.762800,3132,"[-0.09495186060667038,0.09112910181283951,-0.9913021326065063,-0.033404383808374405,0.02805192768573761,-0.05663186311721802,-0.33341991901397705,-0.30708497762680054,0.02263682708144188,0.025724686682224274,0.04444323852658272,0.07427054643630981,-0.3257402181625366,0.3467850685119629,-0.0492941178381443,0.021174419671297073,0.012087912298738956,0.1573074460029602,0.0978139340877533,0.02442002482712269,0.018315019086003304,0.003001447767019272,0.17650827765464783,-0.34676703810691833,0.3769458532333374,0.018315019086003304,0.0,-0.04653410613536835,0.06196170672774315,-0.14783884584903717,-0.8666037321090698,-13.90234661102295,0.09083086997270584,0.004033108241856098,-0.0034947246313095093,0.11718591302633286,-0.24248281121253967,21.064390182495117,-0.0558442696928978,0.0,0.0,0.0]","[-0.04080132395029068,0.06825058162212372,-0.15681234002113342,-0.8898154497146606,-13.993622779846191,0.10655484348535538,-0.012633278034627438,0.01265699416399002,0.11150701344013214,-0.22853517532348633,21.09906005859375,-0.03590922802686691]"
1776857480.782590,3133,"[-0.09464798122644424,0.09516973793506622,-0.9909510612487793,-0.03378799557685852,0.029202766716480255,-0.055097416043281555,-0.3322691023349762,-0.3068931996822357,0.022828632965683937,0.025341074913740158,0.04789574444293976,0.07081803679466248,-0.32420578598976135,0.3467850685119629,-0.0492941178381443,-0.013660941272974014,0.008748486638069153,0.13925915956497192,0.11350983381271362,0.004815117456018925,0.023130837827920914,-0.02977815829217434,0.2680034339427948,-0.35664820671081543,0.05061408877372742,0.018315019086003304,0.0,-0.04080132395029068,0.06825058162212372,-0.15681234002113342,-0.8898154497146606,-13.993622779846191,0.10655484348535538,-0.012633278034627438,0.01265699416399002,0.11150701344013214,-0.22853517532348633,21.09906005859375,-0.03590922802686691,0.0,0.0,0.0]","[-0.034577593207359314,0.07354746758937836,-0.17289508879184723,-0.9102377891540527,-14.034563064575195,0.11942584067583084,-0.02368948981165886,0.02640722692012787,0.12769751250743866,-0.21761104464530945,21.08940887451172,-0.027244485914707184]"
1776857480.802001,3134,"[-0.09750824421644211,0.09728848189115524,-0.9904680848121643,-0.033404383808374405,0.03073721192777157,-0.051644910126924515,-0.3326526880264282,-0.3065095543861389,0.023212244734168053,0.02419023960828781,0.060171324759721756,0.05930968374013901,-0.32152047753334045,0.3467850685119629,-0.0492941178381443,0.005480397026985884,0.042068060487508774,0.2749646008014679,-0.021596968173980713,0.015615537762641907,0.0339297279715538,-0.04867562651634216,0.5259222388267517,-0.4424338936805725,0.27206307649612427,0.018315019086003304,0.0,-0.034577593207359314,0.07354746758937836,-0.17289508879184723,-0.9102377891540527,-14.034563064575195,0.11942584067583084,-0.02368948981165886,0.02640722692012787,0.12769751250743866,-0.21761104464530945,21.08940887451172,-0.027244485914707184,0.0,0.0,0.0]","[-0.020692015066742897,0.07593086361885071,-0.19058775901794434,-0.9090620279312134,-14.057931900024414,0.12603668868541718,-0.03777533397078514,0.033950693905353546,0.13865216076374054,-0.2120349109172821,21.090574264526367,-0.00016498565673828125]"
1776857480.822833,3135,"[-0.10024968534708023,0.09737491607666016,-0.9901857376098633,-0.03186993673443794,0.031120823696255684,-0.05049407482147217,-0.3345707654953003,-0.3067013919353485,0.023020438849925995,0.02342301607131958,0.07091245800256729,0.05585717782378197,-0.3199860155582428,0.3467850685119629,-0.0492941178381443,0.08781060576438904,-0.05158215016126633,-0.02580871619284153,-0.08055122941732407,-0.016639448702335358,0.001676300074905157,-0.10233020782470703,0.4696193337440491,-0.14821487665176392,0.1442212015390396,0.018315019086003304,0.0,-0.020692015066742897,0.07593086361885071,-0.19058775901794434,-0.9090620279312134,-14.057931900024414,0.12603668868541718,-0.03777533397078514,0.033950693905353546,0.13865216076374054,-0.2120349109172821,21.090574264526367,-0.00016498565673828125,0.0,0.0,0.0]","[-0.03149808943271637,0.07753042876720428,-0.19257023930549622,-0.9299329519271851,-14.097350120544434,0.1281166523694992,-0.04128998517990112,0.021533049643039703,0.15364018082618713,-0.175222247838974,21.055660247802734,-0.019001714885234833]"
1776857480.840179,3136,"[-0.10301229357719421,0.09727603197097778,-0.9899119138717651,-0.03033548966050148,0.031888049095869064,-0.050877686589956284,-0.3345707654953003,-0.3067013919353485,0.023020438849925995,0.02188856713473797,0.08203719556331635,0.05317189171910286,-0.31883519887924194,0.3467850685119629,-0.0492941178381443,0.13734070956707,0.06665575504302979,-0.04743041843175888,0.16520147025585175,-0.02442002482712269,-0.006105006206780672,-0.10510632395744324,0.5132108330726624,-0.2111338973045349,0.17452514171600342,0.018315019086003304,0.0,-0.03149808943271637,0.07753042876720428,-0.19257023930549622,-0.9299329519271851,-14.097350120544434,0.1281166523694992,-0.04128998517990112,0.021533049643039703,0.15364018082618713,-0.175222247838974,21.055660247802734,-0.019001714885234833,0.0,0.0,0.0]","[-0.03914472460746765,0.07227013260126114,-0.19615185260772705,-0.9376335144042969,-14.109360694885254,0.13331367075443268,-0.04792258143424988,0.03725145757198334,0.1637691855430603,-0.15072418749332428,21.042701721191406,-0.0070476233959198]"
1776857480.861488,3137,"[-0.10857898741960526,0.09554420411586761,-0.9894854426383972,-0.028417430818080902,0.03227166086435318,-0.05471380427479744,-0.3349543511867523,-0.3067013919353485,0.023020438849925995,0.02188856713473797,0.08625692129135132,0.052788279950618744,-0.31845158338546753,0.3467850685119629,-0.0492941178381443,0.09818598628044128,0.013190312311053276,-0.26487016677856445,-0.05348272994160652,0.006105006206780672,0.02442002482712269,-0.028205128386616707,0.24985525012016296,-0.06154195964336395,-0.01904403232038021,0.018315019086003304,0.0,-0.03914472460746765,0.07227013260126114,-0.19615185260772705,-0.9376335144042969,-14.109360694885254,0.13331367075443268,-0.04792258143424988,0.03725145757198334,0.1637691855430603,-0.15072418749332428,21.042701721191406,-0.0070476233959198,0.0,0.0,0.0]","[-0.04845215380191803,0.07041749358177185,-0.2123805284500122,-0.9623644351959229,-14.158555030822754,0.1276424527168274,-0.04758411645889282,0.024683550000190735,0.20489443838596344,-0.10878446698188782,21.029159545898438,-0.050114572048187256]"
1776857480.884994,3138,"[-0.11360062658786774,0.0908476859331131,-0.9893645644187927,-0.028033819049596786,0.03227166086435318,-0.05816631019115448,-0.33572158217430115,-0.3067013919353485,0.023020438849925995,0.020354120060801506,0.09929972887039185,0.05240466818213463,-0.3173007667064667,0.3467850685119629,-0.0492941178381443,0.03809269890189171,-0.02014652080833912,-0.2703068256378174,-0.02380463480949402,0.006105006206780672,0.02442002482712269,-0.12416566908359528,0.5174962282180786,0.082786425948143,0.02563292346894741,0.018315019086003304,0.0,-0.04845215380191803,0.07041749358177185,-0.2123805284500122,-0.9623644351959229,-14.158555030822754,0.1276424527168274,-0.04758411645889282,0.024683550000190735,0.20489443838596344,-0.10878446698188782,21.029159545898438,-0.050114572048187256,0.0,0.0,0.0]","[-0.04787885397672653,0.05946115776896477,-0.2303125560283661,-0.9745347499847412,-14.171958923339844,0.14073334634304047,-0.05266379937529564,0.023866645991802216,0.23150935769081116,-0.06627202033996582,21.015111923217773,-0.054806046187877655]"
1776857480.901539,3139,"[-0.11501231044530869,0.0882715955376625,-0.9894343018531799,-0.028417430818080902,0.031888049095869064,-0.0635368749499321,-0.3372560143470764,-0.3067013919353485,0.023020438849925995,0.017668837681412697,0.10658835619688034,0.05393911525607109,-0.3149991035461426,0.3467850685119629,-0.0492941178381443,-0.021321576088666916,-0.029380183666944504,-0.34282439947128296,-0.057080820202827454,0.006105006206780672,0.02442002482712269,-0.11701659858226776,0.3084067404270172,0.0651397854089737,0.08360692858695984,0.018315019086003304,0.0,-0.04787885397672653,0.05946115776896477,-0.2303125560283661,-0.9745347499847412,-14.171958923339844,0.14073334634304047,-0.05266379937529564,0.023866645991802216,0.23150935769081116,-0.06627202033996582,21.015111923217773,-0.054806046187877655,0.0,0.0,0.0]","[-0.055032677948474884,0.050657857209444046,-0.2342677116394043,-0.9795465469360352,-14.192944526672363,0.1322753131389618,-0.048986874520778656,0.021925844252109528,0.2459728717803955,-0.04689842090010643,21.029813766479492,-0.08516796678304672]"
1776857480.921002,3140,"[-0.11415360122919083,0.08561938256025314,-0.9897664189338684,-0.028417430818080902,0.031120823696255684,-0.06698938459157944,-0.33802324533462524,-0.3067013919353485,0.023020438849925995,0.01651800237596035,0.11080808192491531,0.05624078959226608,-0.3130810260772705,0.3467850685119629,-0.0492941178381443,-0.012087912298738956,-0.016295187175273895,-0.17607547342777252,-0.11299863457679749,0.006105006206780672,0.02442002482712269,-0.05063318461179733,0.18028250336647034,0.2422921061515808,0.13542698323726654,0.018315019086003304,0.0,-0.055032677948474884,0.050657857209444046,-0.2342677116394043,-0.9795465469360352,-14.192944526672363,0.1322753131389618,-0.048986874520778656,0.021925844252109528,0.2459728717803955,-0.04689842090010643,21.029813766479492,-0.08516796678304672,0.0,0.0,0.0]","[-0.05387124419212341,0.03581377863883972,-0.21839934587478638,-0.9585899114608765,-14.189990043640137,0.12521284818649292,-0.04035797715187073,0.01551944762468338,0.22529110312461853,-0.04238571599125862,21.075580596923828,-0.10227758437395096]"
