time_s,step,observation,action_pre_scale
1776857487.960276,3492,"[-0.07256990671157837,0.04531662166118622,-0.9963332414627075,-0.0579555407166481,-0.0007189559983089566,-0.060467980802059174,-0.3595055043697357,-0.32741641998291016,0.03836491331458092,0.038767486810684204,0.07321412861347198,0.020564889535307884,-0.3176843523979187,0.33815380930900574,-0.04143007844686508,-0.02987435832619667,-0.0782260075211525,-0.11684981733560562,0.1816067099571228,0.012210012413561344,0.05494505539536476,0.021815750747919083,-0.1349238008260727,0.12490842491388321,0.1104612872004509,0.05494505539536476,-0.061050061136484146,-0.08154814690351486,0.02658264897763729,-0.11209143698215485,-0.7659118175506592,-14.401077270507812,0.0514201894402504,0.023459330201148987,-0.017312096431851387,0.07451366633176804,-0.3574988543987274,21.29961395263672,-0.04357431083917618,0.0,0.0,0.0]","[-0.09139106422662735,0.024015389382839203,-0.09365881979465485,-0.7031681537628174,-14.360968589782715,0.030234746634960175,0.02794889733195305,-0.015638303011655807,0.044434163719415665,-0.45795440673828125,21.27130126953125,-0.026770181953907013]"
1776857487.981152,3493,"[-0.07104950398206711,0.0428527295589447,-0.9965519905090332,-0.05872276425361633,-0.0014861796516925097,-0.05970075726509094,-0.35566937923431396,-0.32741641998291016,0.03836491331458092,0.03915109857916832,0.07129606604576111,0.020564889535307884,-0.3176843523979187,0.33815380930900574,-0.04143007844686508,-0.07939577102661133,-0.10357160121202469,0.07939577102661133,0.39697906374931335,0.012210012413561344,0.05494505539536476,0.005448801908642054,-0.12394740432500839,-0.05238095298409462,-0.036263737827539444,0.05494505539536476,-0.061050061136484146,-0.09139106422662735,0.024015389382839203,-0.09365881979465485,-0.7031681537628174,-14.360968589782715,0.030234746634960175,0.02794889733195305,-0.015638303011655807,0.044434163719415665,-0.45795440673828125,21.27130126953125,-0.026770181953907013,0.0,0.0,0.0]","[-0.08762677758932114,0.02170451357960701,-0.0802803635597229,-0.6455750465393066,-14.302628517150879,0.02849612757563591,0.035177748650312424,-0.002888660877943039,0.04895099252462387,-0.5574167370796204,21.21433448791504,0.0047282204031944275]"
1776857488.000584,3494,"[-0.06819567084312439,0.038231685757637024,-0.9969391822814941,-0.06140804663300514,-0.0034042387269437313,-0.057782698422670364,-0.3464626967906952,-0.32741641998291016,0.03836491331458092,0.03915109857916832,0.06822717189788818,0.02018127776682377,-0.3176843523979187,0.33815380930900574,-0.04143007844686508,-0.18495868146419525,-0.10908875614404678,0.1574403941631317,0.66465163230896,0.012210012413561344,0.05494505539536476,-0.04432234540581703,-0.15439549088478088,-0.029876358807086945,0.036263737827539444,0.05494505539536476,-0.061050061136484146,-0.08762677758932114,0.02170451357960701,-0.0802803635597229,-0.6455750465393066,-14.302628517150879,0.02849612757563591,0.035177748650312424,-0.002888660877943039,0.04895099252462387,-0.5574167370796204,21.21433448791504,0.0047282204031944275,0.0,0.0,0.0]","[-0.07888918370008469,0.03030981868505478,-0.04260171577334404,-0.5762090682983398,-14.215388298034668,0.027909278869628906,0.03662882000207901,0.008850961923599243,0.051900267601013184,-0.6471094489097595,21.159454345703125,0.04270177334547043]"
1776857488.020956,3495,"[-0.06590781360864639,0.03382980078458786,-0.9972521066665649,-0.0629424899816513,-0.0060895211063325405,-0.054330192506313324,-0.34109213948249817,-0.32741641998291016,0.03836491331458092,0.03915109857916832,0.06477466225624084,0.02018127776682377,-0.3211368918418884,0.33815380930900574,-0.04143007844686508,-0.0662173330783844,-0.11890247464179993,0.3474324345588684,0.49165090918540955,0.012210012413561344,0.05494505539536476,0.012087912298738956,-0.1943189650774002,-0.004029304254800081,-0.21043691039085388,0.05494505539536476,-0.061050061136484146,-0.07888918370008469,0.03030981868505478,-0.04260171577334404,-0.5762090682983398,-14.215388298034668,0.027909278869628906,0.03662882000207901,0.008850961923599243,0.051900267601013184,-0.6471094489097595,21.159454345703125,0.04270177334547043,0.0,0.0,0.0]","[-0.05994293838739395,0.045525409281253815,-0.015549629926681519,-0.5438309907913208,-14.159072875976562,0.04254142940044403,0.04409518465399742,0.010384377092123032,0.10626496374607086,-0.7274584174156189,21.08648109436035,0.06744004786014557]"
1776857488.040932,3496,"[-0.06399230659008026,0.029021233320236206,-0.9975284337997437,-0.06332610547542572,-0.0060895211063325405,-0.05202852189540863,-0.3341871201992035,-0.32741641998291016,0.03836491331458092,0.039534710347652435,0.06285660713911057,0.020564889535307884,-0.32382214069366455,0.33815380930900574,-0.04143007844686508,-0.02158333733677864,-0.05238095298409462,0.29470095038414,0.4167037606239319,0.012210012413561344,0.05494505539536476,0.01352463848888874,-0.11597475409507751,0.05381767824292183,-0.23972658812999725,0.05494505539536476,-0.061050061136484146,-0.05994293838739395,0.045525409281253815,-0.015549629926681519,-0.5438309907913208,-14.159072875976562,0.04254142940044403,0.04409518465399742,0.010384377092123032,0.10626496374607086,-0.7274584174156189,21.08648109436035,0.06744004786014557,0.0,0.0,0.0]","[-0.04470732808113098,0.065390944480896,0.009344764053821564,-0.5550806522369385,-14.133196830749512,0.0703229084610939,0.04737105965614319,0.010466761887073517,0.1512078046798706,-0.7641204595565796,21.04106330871582,0.08442135155200958]"
1776857488.060208,3497,"[-0.06313907355070114,0.02682005614042282,-0.9976442456245422,-0.06255888193845749,-0.009925640188157558,-0.03821849450469017,-0.33150187134742737,-0.32741641998291016,0.03836491331458092,0.039534710347652435,0.056718818843364716,0.022482948377728462,-0.3291926980018616,0.33815380930900574,-0.04143007844686508,0.015556629747152328,-0.11001761257648468,0.9448545575141907,0.03228617087006569,0.012210012413561344,0.05494505539536476,0.012087912298738956,-0.24130284786224365,0.09328717738389969,-0.44735777378082275,0.05494505539536476,-0.061050061136484146,-0.04470732808113098,0.065390944480896,0.009344764053821564,-0.5550806522369385,-14.133196830749512,0.0703229084610939,0.04737105965614319,0.010466761887073517,0.1512078046798706,-0.7641204595565796,21.04106330871582,0.08442135155200958,0.0,0.0,0.0]","[-0.005971474573016167,0.08966386318206787,0.01424901932477951,-0.5800662040710449,-14.051070213317871,0.10697079449892044,0.06824496388435364,0.02597755938768387,0.27212247252464294,-0.7908448576927185,20.979900360107422,0.08031938970088959]"
1776857488.082887,3498,"[-0.061707958579063416,0.019893117249011993,-0.9978960752487183,-0.06179165840148926,-0.010309251956641674,-0.03208070620894432,-0.3318854570388794,-0.32990989089012146,0.03587143495678902,0.039534710347652435,0.05364992097020149,0.022866560146212578,-0.3372485637664795,0.33815380930900574,-0.04143007844686508,0.05497133731842041,-0.021441711112856865,0.5243860483169556,-0.11814437061548233,-0.07911457866430283,-0.03637971729040146,-0.036263737827539444,-0.17556308209896088,0.03755892813205719,-0.5872727632522583,0.05494505539536476,-0.061050061136484146,-0.005971474573016167,0.08966386318206787,0.01424901932477951,-0.5800662040710449,-14.051070213317871,0.10697079449892044,0.06824496388435364,0.02597755938768387,0.27212247252464294,-0.7908448576927185,20.979900360107422,0.08031938970088959,0.0,0.0,0.0]","[-0.01502559520304203,0.10912991315126419,0.03698640689253807,-0.6368176937103271,-13.989058494567871,0.14441610872745514,0.07433021813631058,0.026959247887134552,0.30243006348609924,-0.8293924927711487,20.96448516845703,0.09803100675344467]"
1776857488.102859,3499,"[-0.06411123275756836,0.016651511192321777,-0.9978038668632507,-0.05833915248513222,-0.010692862793803215,-0.02440847083926201,-0.3349543511867523,-0.3301016688346863,0.03567963093519211,0.04068554565310478,0.04943019151687622,0.025551842525601387,-0.34645524621009827,0.33815380930900574,-0.04143007844686508,0.2120480239391327,-0.029828675091266632,0.2379659116268158,-0.18624863028526306,-0.03536541387438774,0.007368970196694136,0.07336887717247009,-0.0944160521030426,0.22491811215877533,-0.5184528827667236,0.05494505539536476,-0.061050061136484146,-0.01502559520304203,0.10912991315126419,0.03698640689253807,-0.6368176937103271,-13.989058494567871,0.14441610872745514,0.07433021813631058,0.026959247887134552,0.30243006348609924,-0.8293924927711487,20.96448516845703,0.09803100675344467,0.0,0.0,0.0]","[-0.020094765350222588,0.11057035624980927,0.036215752363204956,-0.6778305768966675,-13.982576370239258,0.15773899853229523,0.07655491679906845,0.020849451422691345,0.30027905106544495,-0.8072294592857361,20.967945098876953,0.09311463683843613]"
1776857488.122426,3500,"[-0.06726891547441483,0.013260230422019958,-0.997646689414978,-0.0529685877263546,-0.010692862793803215,-0.02440847083926201,-0.3391740918159485,-0.3412264287471771,0.046420760452747345,0.04145276919007301,0.044826850295066833,0.029387962073087692,-0.35374388098716736,0.33815380930900574,-0.04143007844686508,0.24466055631637573,0.012087912298738956,-0.04432234540581703,-0.49759727716445923,-0.2997591495513916,0.3083687424659729,0.06373225152492523,-0.16078180074691772,0.2703096866607666,-0.5188266634941101,0.05494505539536476,-0.061050061136484146,-0.020094765350222588,0.11057035624980927,0.036215752363204956,-0.6778305768966675,-13.982576370239258,0.15773899853229523,0.07655491679906845,0.020849451422691345,0.30027905106544495,-0.8072294592857361,20.967945098876953,0.09311463683843613,0.0,0.0,0.0]","[-0.028508832678198814,0.10753904283046722,0.012905267998576164,-0.6774232387542725,-14.00394058227539,0.14639924466609955,0.06246470287442207,0.017493560910224915,0.2798629701137543,-0.8109851479530334,20.990070343017578,0.09109512716531754]"
1776857488.140465,3501,"[-0.06727483123540878,0.01142006367444992,-0.9976691007614136,-0.0479816310107708,-0.010309251956641674,-0.024792082607746124,-0.34799715876579285,-0.3416100740432739,0.046420760452747345,0.04337083175778389,0.04252517968416214,0.03322407975792885,-0.3575800061225891,0.33815380930900574,-0.04143007844686508,0.22505834698677063,0.02165140211582184,-0.0055342079140245914,-0.5060412883758545,-0.021774359047412872,0.018315019086003304,0.019612522795796394,-0.06946898251771927,0.1560746729373932,-0.19636790454387665,0.05494505539536476,-0.061050061136484146,-0.028508832678198814,0.10753904283046722,0.012905267998576164,-0.6774232387542725,-14.00394058227539,0.14639924466609955,0.06246470287442207,0.017493560910224915,0.2798629701137543,-0.8109851479530334,20.990070343017578,0.09109512716531754,0.0,0.0,0.0]","[-0.02949530817568302,0.1064758226275444,-0.02408122643828392,-0.6936885118484497,-14.044310569763184,0.1370096504688263,0.054568033665418625,0.008909877389669418,0.2617940306663513,-0.7691727876663208,20.979345321655273,0.07634136825799942]"
1776857488.165307,3502,"[-0.06656678020954132,0.009409084916114807,-0.9977375864982605,-0.04683079570531845,-0.010309251956641674,-0.024792082607746124,-0.3518332839012146,-0.34199365973472595,0.04603714868426323,0.04260360449552536,0.04175795614719391,0.03399130329489708,-0.35834723711013794,0.34352436661720276,-0.046417027711868286,0.04020226374268532,-0.02014652080833912,-0.012087912298738956,-0.4603813588619232,-0.03379083797335625,-0.003266444895416498,-0.030830904841423035,-0.03888942301273346,-0.03363805264234543,-0.0066551705822348595,0.12509512901306152,-0.12182877212762833,-0.02949530817568302,0.1064758226275444,-0.02408122643828392,-0.6936885118484497,-14.044310569763184,0.1370096504688263,0.054568033665418625,0.008909877389669418,0.2617940306663513,-0.7691727876663208,20.979345321655273,0.07634136825799942,0.0,0.0,0.0]","[-0.032448165118694305,0.10422483086585999,-0.04972425475716591,-0.6861878633499146,-14.06381607055664,0.11789948493242264,0.04401088505983353,0.0028243698179721832,0.24201053380966187,-0.768144965171814,20.994600296020508,0.06704100966453552]"
1776857488.181267,3503,"[-0.06534022837877274,0.0005020871758460999,-0.9978628754615784,-0.046447183936834335,-0.009925640188157558,-0.027093755081295967,-0.36525970697402954,-0.34218546748161316,0.04584534466266632,0.042219992727041245,0.040223512798547745,0.03399130329489708,-0.35834723711013794,0.34352436661720276,-0.046417027711868286,0.013903282582759857,0.04613771662116051,-0.14385929703712463,-0.8089594841003418,-0.02935706079006195,0.0011680652387440205,0.018331151455640793,-0.04352511838078499,0.028205128386616707,0.05238095298409462,-0.006105006206780672,0.0,-0.032448165118694305,0.10422483086585999,-0.04972425475716591,-0.6861878633499146,-14.06381607055664,0.11789948493242264,0.04401088505983353,0.0028243698179721832,0.24201053380966187,-0.768144965171814,20.994600296020508,0.06704100966453552,0.0,0.0,0.0]","[-0.02992306835949421,0.08761997520923615,-0.0577160008251667,-0.6605648994445801,-14.103653907775879,0.11476269364356995,0.028249099850654602,0.012007441371679306,0.2552206814289093,-0.8083392381668091,21.00019073486328,0.06412633508443832]"
1776857488.202753,3504,"[-0.06434424221515656,-0.009499236941337585,-0.9978825449943542,-0.046447183936834335,-0.009925640188157558,-0.02939542382955551,-0.37523359060287476,-0.34237727522850037,0.045653536915779114,0.04068554565310478,0.038689058274030685,0.03399130329489708,-0.35834723711013794,0.34352436661720276,-0.046417027711868286,-0.004029304254800081,0.02014652080833912,-0.17320123314857483,-0.5302696824073792,-0.03522103279829025,-0.00469600036740303,-0.08994859457015991,-0.09800738096237183,-0.02014652080833912,0.028205128386616707,-0.006105006206780672,0.0,-0.02992306835949421,0.08761997520923615,-0.0577160008251667,-0.6605648994445801,-14.103653907775879,0.11476269364356995,0.028249099850654602,0.012007441371679306,0.2552206814289093,-0.8083392381668091,21.00019073486328,0.06412633508443832,0.0,0.0,0.0]","[-0.02700646035373211,0.06257946044206619,-0.01941186562180519,-0.5689224004745483,-14.10562801361084,0.11591144651174545,0.02254049852490425,0.02610184997320175,0.27197033166885376,-0.8982764482498169,20.98731803894043,0.09699144959449768]"
1776857488.220425,3505,"[-0.06304936110973358,-0.015393465757369995,-0.9978916645050049,-0.046447183936834335,-0.009925640188157558,-0.029779035598039627,-0.3767680525779724,-0.3427608907222748,0.045269925147295,0.03646581619977951,0.038689058274030685,0.034374915063381195,-0.35873082280158997,0.34352436661720276,-0.046417027711868286,0.02014652080833912,-0.012087912298738956,-0.04586227983236313,-0.07465827465057373,-0.021808646619319916,0.008716477081179619,-0.1982579529285431,-0.05238095298409462,0.05392088741064072,-0.021685801446437836,-0.006105006206780672,0.0,-0.02700646035373211,0.06257946044206619,-0.01941186562180519,-0.5689224004745483,-14.10562801361084,0.11591144651174545,0.02254049852490425,0.02610184997320175,0.27197033166885376,-0.8982764482498169,20.98731803894043,0.09699144959449768,0.0,0.0,0.0]","[-0.0055032335221767426,0.047480400651693344,0.056270845234394073,-0.4715348780155182,-14.071599006652832,0.13043850660324097,0.025199219584465027,0.05084920674562454,0.29807910323143005,-0.9590625166893005,20.94561195373535,0.14047175645828247]"
1776857488.240919,3506,"[-0.06304936110973358,-0.015393465757369995,-0.9978916645050049,-0.04452912509441376,-0.012610921636223793,-0.027093755081295967,-0.3740827441215515,-0.3431445062160492,0.04488631337881088,0.0337805338203907,0.03945628181099892,0.03667658567428589,-0.36333417892456055,0.34352436661720276,-0.046417027711868286,0.12435899674892426,-0.19183149933815002,0.2079487144947052,0.2160080075263977,-0.02787555567920208,0.0026495689526200294,-0.1273626685142517,0.06344322860240936,0.23062273859977722,-0.40886491537094116,-0.006105006206780672,0.0,-0.0055032335221767426,0.047480400651693344,0.056270845234394073,-0.4715348780155182,-14.071599006652832,0.13043850660324097,0.025199219584465027,0.05084920674562454,0.29807910323143005,-0.9590625166893005,20.94561195373535,0.14047175645828247,0.0,0.0,0.0]","[0.03522122651338577,0.045480553060770035,0.12460584938526154,-0.3899552524089813,-13.984023094177246,0.17080701887607574,0.044861190021038055,0.07675295323133469,0.3530923128128052,-0.978389322757721,20.903608322143555,0.162541002035141]"
